Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: Metabolika Search,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# mzCloud Results,# Metabolika Pathways,Metabolika Pathways,mzCloud Best Match,mzCloud Best Sim. Match,MS2,Group Area: F3
,TRUE,Fluanisone,C21 H25 F N2 O2,356.19001,72.8,,Reference-7282,D02621,Therapeutics/Prescription Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,Niaprazine,C20 H25 F N4 O,356.20124,72.7,,Reference-6955,D07333,,Reference,,,,,,
,TRUE,"7-hydroxy-1,4a-dimethyl-9-oxo-7-(propan-2-yl)-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthrene-1-carboxylic acid",C20 H30 O4,334.21441,87.4,,Autoprocessed-6602,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-017061,C20 H30 O4,334.21441,91.3,,Autoprocessed-8049,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"3-{2-[(1R,4aS,5R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]ethyl}-2,5-dihydrofuran-2-one",C20 H30 O4,334.21441,73.4,,Autoprocessed-1313,,,Autoprocessed,,,,,,
TRUE,JP104,C25 H30 N2 O3,No match,Invalid mass,No results,,406.23256,12.8,11374623.52,1,0,,63.2,,DDA for preferred ion,11374623.52
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,JP104,C25 H30 N2 O3,406.22564,68.8,,Reference-5515,,Drugs of Abuse/Illegal Drugs,Reference,,,,,,
TRUE,Genistein,C15 H10 O5,Full match,Full match,Not the top hit,,270.05257,11.573,11336789.88,14,2,Superpathway of isoflavonoids (via naringenin);Other,99.8,,DDA for preferred ion,11336789.88
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Aloe-emodin,C15 H10 O5,270.05282,94.5,,Reference-5840,C10294,Endogenous Metabolites,Reference,,,,,,
,TRUE,Emodin,C15 H10 O5,270.05282,98,,Reference-1218,C10343,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,"5,7,8-Trihydroxyflavone",C15 H10 O5,270.05282,98,,Reference-7680,C10113,,Reference,,,,,,
,TRUE,Galangin,C15 H10 O5,270.05282,98,,Reference-6197,C10044,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,Genistein,C15 H10 O5,270.05282,99.8,,Reference-24,C06563,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,Pelargonidin,C15 H10 O5,270.05282,99.8,,Reference-902,C05904,Endogenous Metabolites,Reference,,,,,,
,TRUE,Apigenin,C15 H10 O5,270.05282,99.7,,Reference-20,C01477,Endogenous Metabolites,Reference,,,,,,
,TRUE,Baicalein,C15 H10 O5,270.05282,98,,Reference-7982,C10023,,Reference,,,,,,
,TRUE,Nordiazepam,C15 H11 Cl N2 O,270.05599,98,,Reference-2477,D08283,Therapeutics/Prescription Drugs; Drugs of Abuse/Illegal Drugs; Sports Doping Drugs; Endogenous Metabolites,Reference,,,,,,
,TRUE,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one",C15 H10 O5,270.05282,98,,Autoprocessed-2801,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-020752,C15 H10 O5,270.05282,98,,Autoprocessed-7809,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"3,5,7-trihydroxy-2-phenyl-4H-chromen-4-one",C15 H10 O5,270.05282,97.6,,Autoprocessed-2281,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,2-(4-chlorophenyl)-1H-indole-3-carbaldehyde oxime,C15 H11 Cl N2 O,270.05599,93.6,,Autoprocessed-2211,,,Autoprocessed,,,,,,
,TRUE,N1-[4-(cyanomethyl)phenyl]-4-chlorobenzamide,C15 H11 Cl N2 O,270.05599,87,,Autoprocessed-2425,,,Autoprocessed,,,,,,
TRUE,"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one",C10 H11 N O2,No match,Invalid mass,No results,,159.06824,7.729,11280592.96,5,0,,79,,DDA for preferred ion,11280592.96
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,6-Methoxyquinoline,C10 H9 N O,159.06841,78.5,,Reference-2627,,Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,6-Methoxyquinoline,C10 H9 N O,159.06841,78.5,,Reference-2627,,Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one",C10 H11 N O2,177.07898,79,,Autoprocessed-5226,,,Autoprocessed,,,,,,
,TRUE,"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one",C10 H11 N O2,177.07898,79,,Autoprocessed-5226,,,Autoprocessed,,,,,,
,TRUE,1H-indene-3-carboxamide,C10 H9 N O,159.06841,71.2,,Autoprocessed-3986,,,Autoprocessed,,,,,,
TRUE,Iminostilbene,C14 H11 N,Full match,Full match,No results,,193.08896,14.166,11209182.9,1,0,,64.6,,DDA for preferred ion,11209182.9
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Iminostilbene,C14 H11 N,193.08915,64.6,,Reference-765,C16604,Industrial Chemicals,Reference,,,,,,
TRUE,(°¿)-Abscisic acid,C15 H20 O4,No match,Invalid mass,No results,,264.13332,8.792,11206883.37,13,0,,80.5,,DDA for preferred ion,11206883.37
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,(°¿)-Abscisic acid,C15 H20 O4,264.13616,80.5,,Reference-158,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Artemisinin,C15 H22 O5,282.14672,79.2,,Reference-6160,C09538,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,3-Methylene-4-[(2E)-3-methyl-4-(4-methyl-5-oxotetrahydro-2-furanyl)-2-buten-1-yl]dihydro-2(3H)-furanone,C15 H20 O4,264.13616,77.3,,Reference-7430,,,Reference,,,,,,
,TRUE,"(1aR,2S,5S,6R,7R,7aS)-5-Methyl-1a-(3-methyl-2-buten-1-yl)-1a,3,5,6,7,7a-hexahydro-2H-oxireno[g]isochromene-2,6,7-triol",C15 H22 O5,282.14672,77.2,,Reference-8015,,,Reference,,,,,,
,TRUE,"(3aR,4aS,5R,7aS,8S,9aR)-5-Hydroxy-4a,8-dimethyl-3-methyleneoctahydroazuleno[6,5-b]furan-2,6(3H,4H)-dione",C15 H20 O4,264.13616,76.7,,Reference-7719,,,Reference,,,,,,
,TRUE,Ambrosic acid,C15 H20 O4,264.13616,71.8,,Reference-7522,,,Reference,,,,,,
,TRUE,"3,6-dibenzyl-1,2-dihydro-1,2,4,5-tetraazine",C16 H16 N4,264.1375,79.1,,Autoprocessed-4989,,,Autoprocessed,,,,,,
,TRUE,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0?l,?Å?.0?Å?,?a?Å°„]pentadec-1(15)-en-14-one",C15 H20 O4,264.13616,75,,Autoprocessed-2294,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-006111,C15 H22 O5,282.14672,75,,Autoprocessed-8216,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"4,8-dihydroxy-6-(hydroxymethyl)-6,8-dimethyl-1H,3H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[5,6-c]furan-1-one",C15 H22 O5,282.14672,74.5,,Autoprocessed-2633,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-005196,C15 H22 O5,282.14672,94.4,,Autoprocessed-5701,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(1S,5R,9R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0?Å?,?a?l.0?Å?,?a?l]hexadecan-10-one",C15 H22 O5,282.14672,73.6,,Autoprocessed-2990,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(3S,3aS,5aR,9R,9aS,9bS)-9-hydroxy-3,5a,9-trimethyl-2H,3H,3aH,4H,5H,5aH,6H,9H,9aH,9bH-naphtho[1,2-b]furan-2,6-dione",C15 H20 O4,264.13616,63.6,,Autoprocessed-2302,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Docosahexaenoic acid,C22 H32 O2,No match,Invalid mass,No results,,340.25856,15.963,11178159.42,1,0,,96.6,,DDA for preferred ion,11178159.42
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Docosahexaenoic acid,C22 H32 O2,328.24023,96.6,,Reference-6801,C06429,,Reference,,,,,,
TRUE,NP-016501,C26 H28 O14,Full match,Full match,No results,,564.14739,8.942,11007842.59,1,0,,97.8,,DDA for preferred ion,11007842.59
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-016501,C26 H28 O14,564.14791,97.8,,Autoprocessed-7800,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-021074,C13 H20 O5,No match,Invalid mass,No results,,278.11266,7.888,10838084.67,2,0,,96.8,,DDA for preferred ion,10838084.67
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-021074,C13 H20 O5,256.13107,96.8,,Autoprocessed-5674,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-021074,C13 H20 O5,256.13107,96.8,,Autoprocessed-5674,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-004676,C26 H32 O11,No match,Invalid mass,No results,,502.18349,8.495,10794271.62,1,0,,96.2,,DDA for preferred ion,10794271.62
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-004676,C26 H32 O11,520.19446,96.2,,Autoprocessed-8114,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,NP-011548,C18 H34 O3,No match,Invalid mass,No match,,280.23992,14.706,10773230.57,1,2,Superpathway of lipoxygenase;Other,93,,DDA for preferred ion,10773230.57
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-011548,C18 H34 O3,298.25079,93,,Autoprocessed-6496,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Kaempferol,C15 H10 O6,Not the top hit,Full match,Full match,,286.04671,8.674,10678863.99,13,2,Superpathway of isoflavonoids (via naringenin);Other,99.9,,DDA for preferred ion,10678863.99
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Demoxepam,C15 H11 Cl N2 O2,286.05091,96.5,,Reference-3003,D02600,Therapeutics/Prescription Drugs; Endogenous Metabolites; Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,N-Desmethylclobazam,C15 H11 Cl N2 O2,286.05091,95.1,,Reference-2424,,Therapeutics/Prescription Drugs; Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,Taxifolin,C15 H12 O7,304.0583,94.1,,Reference-3490,C01617,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,Oxazepam,C15 H11 Cl N2 O2,286.05091,96.6,,Reference-859,C07359,Therapeutics/Prescription Drugs; Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,Fisetin,C15 H10 O6,286.04774,97.8,,Reference-6149,C10041,Endogenous Metabolites,Reference,,,,,,
,TRUE,4-Hydroxynordiazepam,C15 H11 Cl N2 O2,286.05091,99,,Reference-120,,Therapeutics/Prescription Drugs; Drugs of Abuse/Illegal Drugs,Reference,,,,,,
,TRUE,Cyanidin,C15 H10 O6,286.04774,99.9,,Reference-904,C05905,Endogenous Metabolites,Reference,,,,,,
,TRUE,Kaempferol,C15 H10 O6,286.04774,99.9,,Reference-966,C05903,Endogenous Metabolites,Reference,,,,,,
,TRUE,Luteolin,C15 H10 O6,286.04774,99.9,,Reference-1316,C01514,Endogenous Metabolites,Reference,,,,,,
,TRUE,NP-013249,C15 H10 O6,286.04774,97.8,,Autoprocessed-8040,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"4-(methylthio)-6-[4-(trifluoromethyl)phenyl]-1,3,5-triazin-2-amine",C11 H9 F3 N4 S,286.05,97.8,,Autoprocessed-4810,,,Autoprocessed,,,,,,
,TRUE,"2,6-di(2-thienylmethylidene)cyclohexan-1-one",C16 H14 O S2,286.04861,97.4,,Autoprocessed-5309,,,Autoprocessed,,,,,,
,TRUE,NP-010026,C13 H12 O6,264.06339,93.4,,Autoprocessed-8152,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Cytosine,C4 H5 N3 O,Full match,Full match,Full match,,111.04344,1.582,10532924.77,2,1,Other,97.4,,DDA for preferred ion,10532924.77
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Isocytosine,C4 H5 N3 O,111.04326,90.8,,Reference-3278,,,Reference,,,,,,
,TRUE,Cytosine,C4 H5 N3 O,111.04326,98.5,,Reference-365,C00380,Endogenous Metabolites,Reference,,,,,,
TRUE,"N-[2-(4-methoxyphenoxy)-5-(trifluoromethyl)phenyl]-5-methyl-2-phenyl-1,3-oxazole-4-carboxamide",C25 H19 F3 N2 O4,No match,Invalid mass,No results,,468.12401,7.93,10512655.37,1,0,,68.2,,DDA for preferred ion,10512655.37
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"N-[2-(4-methoxyphenoxy)-5-(trifluoromethyl)phenyl]-5-methyl-2-phenyl-1,3-oxazole-4-carboxamide",C25 H19 F3 N2 O4,468.12969,68.2,,Autoprocessed-542,,,Autoprocessed,,,,,,
TRUE,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",C25 H24 O12,Not the top hit,Full match,Partial match,,516.12651,9.074,10430101.25,3,1,Other,98.1,,DDA for preferred ion,10430101.25
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"4,5-Dicaffeoylquinic acid",C25 H24 O12,516.12678,97.4,,Reference-7879,C10468,,Reference,,,,,,
,TRUE,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",C25 H24 O12,516.12678,98.1,,Autoprocessed-1305,,,Autoprocessed,,,,,,
,TRUE,"(1S,3R,4S,5R)-3,5-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,4-dihydroxycyclohexane-1-carboxylic acid",C25 H24 O12,516.12678,98,,Autoprocessed-2794,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"N1-(4-isopropylphenyl)-2-[2-oxo-3-(trifluoromethyl)-1,2-dihydropyridin-1-yl]acetamide",C17 H17 F3 N2 O2,No match,Invalid mass,No results,,360.10805,8.84,10406905.05,2,0,,93.5,,DDA for preferred ion,10406905.05
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Fenofibrate,C20 H21 Cl O4,360.11284,87,,Reference-1035,C07586,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,"N1-(4-isopropylphenyl)-2-[2-oxo-3-(trifluoromethyl)-1,2-dihydropyridin-1-yl]acetamide",C17 H17 F3 N2 O2,338.12421,93.5,,Autoprocessed-3755,,,Autoprocessed,,,,,,
TRUE,"(2R,3S,4S,5S,6R)-2-({7-hydroxy-4-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-4a,8,8-trimethyl-3-methylidene-decahydronaphthalen-2-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O8,No match,Invalid mass,No results,,506.28523,13.543,10382650.14,1,0,,84.8,,DDA for preferred ion,10382650.14
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(2R,3S,4S,5S,6R)-2-({7-hydroxy-4-[(3Z)-5-hydroxy-3-methylpent-3-en-1-yl]-4a,8,8-trimethyl-3-methylidene-decahydronaphthalen-2-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O8,484.30362,84.8,,Autoprocessed-3111,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,L-(-)-Methionine,C5 H11 N O2 S,Full match,Full match,Full match,,149.05097,2.604,10140814.04,4,27,Aspartate superpathway;Other,92.3,,DDA for preferred ion,10140814.04
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-(-)-Methionine,C5 H11 N O2 S,149.05105,92.3,,Reference-1544,C00073,Endogenous Metabolites,Reference,,,,,,
,TRUE,L-(-)-Methionine,C5 H11 N O2 S,149.05105,92.3,,Reference-1544,C00073,Endogenous Metabolites,Reference,,,,,,
,TRUE,Methionine,C5 H11 N O2 S,149.05105,92.1,,Reference-486,C01733,Endogenous Metabolites,Reference,,,,,,
,TRUE,Methionine,C5 H11 N O2 S,149.05105,92.1,,Reference-486,C01733,Endogenous Metabolites,Reference,,,,,,
TRUE,N-Desethyl vardenafil,C21 H28 N6 O4 S,Not the top hit,Full match,No results,,460.19148,7.968,9955178.434,4,0,,96,,DDA for preferred ion,9955178.434
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,N-Desmethyl sildenafil,C21 H28 N6 O4 S,460.18927,95.9,,Reference-820,,Therapeutics/Prescription Drugs; Drugs of Abuse/Illegal Drugs; Counterfeit Drug (Therapeutic); Illegal Additives,Reference,,,,,,
,TRUE,PyrazoleN-demethylsildenafil,C21 H28 N6 O4 S,460.18927,95.9,,Reference-944,,Counterfeit Drug (Therapeutic),Reference,,,,,,
,TRUE,N-Desethyl vardenafil,C21 H28 N6 O4 S,460.18927,96,,Reference-830,,Therapeutics/Prescription Drugs; Counterfeit Drug (Therapeutic); Illegal Additives,Reference,,,,,,
,TRUE,"N-[4-(benzyloxy)phenyl]-N'-(1,3-diphenyl-1H-pyrazol-5-yl)urea",C29 H24 N4 O2,460.18993,92.4,,Autoprocessed-85,,,Autoprocessed,,,,,,
TRUE,"Ethyl 1-{[2-(2,3-dihydro-1-benzofuran-5-yl)-1,3-thiazol-4-yl]carbonyl}-3-piperidinecarboxylate",C20 H22 N2 O4 S,No match,Invalid mass,No results,,386.12401,11.547,9903706.439,3,0,,92.9,,DDA for preferred ion,9903706.439
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"Ethyl 1-{[2-(2,3-dihydro-1-benzofuran-5-yl)-1,3-thiazol-4-yl]carbonyl}-3-piperidinecarboxylate",C20 H22 N2 O4 S,386.13003,92.9,,Reference-3535,,,Reference,,,,,,
,TRUE,"2-Phenyl-N,N-bis(2-pyridinylmethyl)-1,3-thiazole-4-carboxamide",C22 H18 N4 O S,386.12013,90.1,,Reference-7122,,,Reference,,,,,,
,TRUE,"(2S,3R,4S,5S,6R)-2-({4a,5,7-trihydroxy-7-methyl-1H,4aH,5H,6H,7H,7aH-cyclopenta[c]pyran-1-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",C15 H24 O10,364.13695,90.3,,Autoprocessed-2937,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,¶¡-Pyrrolidinopropiophenone,C13 H17 N O,Full match,Full match,No results,,203.13089,14.613,9900557.522,10,0,,97.2,,DDA for preferred ion,9900557.522
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,¶¡-Pyrrolidinopropiophenone,C13 H17 N O,203.13101,97.2,,Reference-5048,,Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,¶¡-Pyrrolidinopropiophenone,C13 H17 N O,203.13101,97.2,,Reference-5048,,Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,4-Acetyl-4-phenylpiperidine,C13 H17 N O,203.13101,92.8,,Reference-2609,,,Reference,,,,,,
,TRUE,4-Acetyl-4-phenylpiperidine,C13 H17 N O,203.13101,92.8,,Reference-2609,,,Reference,,,,,,
,TRUE,Crotamiton,C13 H17 N O,203.13101,96.8,,Reference-3144,D01381,Therapeutics/Prescription Drugs; Personal Care Products/Cosmetics; Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,Crotamiton,C13 H17 N O,203.13101,96.8,,Reference-3144,D01381,Therapeutics/Prescription Drugs; Personal Care Products/Cosmetics; Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,(2-methylcyclopentyl)(phenyl)methanone oxime,C13 H17 N O,203.13101,87,,Autoprocessed-684,,,Autoprocessed,,,,,,
,TRUE,(2-methylcyclopentyl)(phenyl)methanone oxime,C13 H17 N O,203.13101,87,,Autoprocessed-684,,,Autoprocessed,,,,,,
,TRUE,7-(2-aminophenyl)heptanoic acid,C13 H19 N O2,221.14158,78.1,,Autoprocessed-1423,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,7-(2-aminophenyl)heptanoic acid,C13 H19 N O2,221.14158,78.1,,Autoprocessed-1423,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,4-Ethoxy ethylbenzoate,C11 H14 O3,Full match,Full match,No results,,194.09413,13.95,9892755.425,1,0,,94.9,,DDA for preferred ion,9892755.425
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,4-Ethoxy ethylbenzoate,C11 H14 O3,194.09429,94.9,,Reference-7417,,Extractables/Leachables,Reference,,,,,,
TRUE,"N1-(1,1,3,3,6-Pentamethyl-7-nitro-2,3-dihydro-1H-inden-5-yl)-2,6-dimethoxybenzamide",C23 H28 N2 O5,No match,Invalid mass,No results,,412.20677,7.614,9831509.153,4,0,,72.3,,DDA for preferred ion,9831509.153
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"N1-(1,1,3,3,6-Pentamethyl-7-nitro-2,3-dihydro-1H-inden-5-yl)-2,6-dimethoxybenzamide",C23 H28 N2 O5,412.19982,72.3,,Reference-7067,,,Reference,,,,,,
,TRUE,"N1-(1,1,3,3,6-Pentamethyl-7-nitro-2,3-dihydro-1H-inden-5-yl)-2,6-dimethoxybenzamide",C23 H28 N2 O5,412.19982,72.3,,Reference-7067,,,Reference,,,,,,
,TRUE,"(1R,9S)-11-(Cyclohexylcarbonyl)-5-(2-methylphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C25 H30 N2 O2,390.23073,72.1,,Reference-8864,,,Reference,,,,,,
,TRUE,"(1R,9S)-11-(Cyclohexylcarbonyl)-5-(2-methylphenyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C25 H30 N2 O2,390.23073,72.1,,Reference-8864,,,Reference,,,,,,
TRUE,Cafestol,C20 H28 O3,No match,Invalid mass,No results,,316.20098,14.226,9823648.068,7,0,,82.9,,DDA for preferred ion,9823648.068
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Cafestol,C20 H28 O3,316.20384,90.2,,Reference-5863,C09066,Endogenous Metabolites,Reference,,,,,,
,TRUE,"(1S,4aS,5R)-5-[2-(3-Furyl)ethyl]-1,4a-dimethyl-6-methylenedecahydro-1-naphthalenecarboxylic acid",C20 H28 O3,316.20384,87.1,,Reference-7848,,,Reference,,,,,,
,TRUE,NP-014175,C20 H28 O3,316.20384,89.3,,Autoprocessed-5719,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"7-hydroxy-1,4a-dimethyl-9-oxo-7-(propan-2-yl)-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthrene-1-carboxylic acid",C20 H30 O4,334.21441,87.4,,Autoprocessed-6602,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-016928,C20 H28 O3,316.20384,81.9,,Autoprocessed-7816,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-017061,C20 H30 O4,334.21441,91.3,,Autoprocessed-8049,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2E)-2-[2-(1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)ethyl]but-2-enedioic acid",C20 H30 O4,334.21441,78.1,,Autoprocessed-1471,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,4-Pyridoxic acid,C8 H9 N O4,Full match,Full match,No results,,183.05303,5.31,9711474.798,2,0,,74.7,,DDA for preferred ion,9711474.798
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,4-Pyridoxic acid,C8 H9 N O4,183.05316,74.7,,Reference-1,C00847,Endogenous Metabolites,Reference,,,,,,
,TRUE,4-Pyridoxic acid,C8 H9 N O4,183.05316,74.7,,Reference-1,C00847,Endogenous Metabolites,Reference,,,,,,
TRUE,Benzophenone,C13 H10 O,Full match,Full match,No results,,182.07308,13.742,9690522.979,2,0,,82,,DDA for preferred ion,9690522.979
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Benzophenone,C13 H10 O,182.07316,82,,Reference-1769,C06354,Industrial Chemicals,Reference,,,,,,
,TRUE,2-[(butylamino)(imino)methyl]-1-oxohydrazinium-1-olate,C5 H12 N4 O2,160.09603,64.8,,Autoprocessed-1969,,,Autoprocessed,,,,,,
